0 1499477753 1418 56815.9144254 10765 915189
60 1499477813 1634 50044.693365 10331 1042603
120 1499477873 1729 40940.2347209 9649 830340
180 1499477933 1750 42578.1402483 9800 803366
240 1499477993 1734 45675.7346082 10144 850571
300 1499478053 1778 35825.458713 10291 820237
360 1499478113 1759 44336.9648036 9906 943051
420 1499478173 1781 38949.0476392 10015 1020762
480 1499478233 1739 44036.32957 10035 786715
540 1499478293 1737 46060.4451129 10055 972861
600 1499478353 1810 34631.9604701 9983 777210
660 1499478413 1765 40389.6246207 8440 768386
720 1499478473 1745 43248.7128132 8557 894309
780 1499478533 1721 45738.405744 9802 818964
840 1499478593 1743 43844.2867088 9874 854095
900 1499478653 1738 43959.9839172 10041 742354
960 1499478713 1757 42045.5981882 9950 926726
1020 1499478773 1756 43105.795028 9870 868077
1080 1499478833 1723 45966.2382516 9823 978762
1140 1499478893 1748 43827.2811386 10184 794906
1200 1499478953 1728 46093.0433146 9800 869271
1260 1499479013 1754 41770.9223623 9988 743170
1320 1499479073 1742 43363.6716273 9927 906584
1380 1499479133 1761 40949.3691404 10018 784299
1440 1499479193 1732 45107.7031891 8462 1028724
1500 1499479253 1718 46986.2196181 10041 737108
1560 1499479313 1712 46698.5113467 9862 814658
1620 1499479373 1762 41309.3459401 9736 861088
1680 1499479433 1746 41998.4848417 9793 944663
1740 1499479493 1374 83254.3528772 10064 3129871
1800 1499479553 1740 40444.9689084 10081 932804
1860 1499479613 1713 45261.475451 10128 885990
1920 1499479673 1688 51514.7143737 8234 842791
1980 1499479733 1745 42367.7108657 9951 814171
2040 1499479793 1733 43931.7146945 10455 863399
2100 1499479853 1726 44612.5495236 9887 947765
2160 1499479913 1732 44305.332907 9819 1077218
2220 1499479973 1737 45126.2630183 10310 869948
2280 1499480033 1753 44378.9537056 8221 882479
2340 1499480093 1743 43069.201583 9990 885654
2400 1499480153 1739 43553.6029164 9659 911654
2460 1499480213 1748 42062.3945229 9880 908617
2520 1499480273 1723 45003.7887516 9822 845681
2580 1499480333 1734 44443.997075 10307 760948
2640 1499480393 1752 42482.3048339 7952 829148
2700 1499480453 1744 43006.4760123 9876 894780
2760 1499480513 1713 47650.9711234 9540 784937
2820 1499480573 1742 39603.8870441 10029 735630
2880 1499480633 1731 46330.3126689 10138 860807
2940 1499480693 1715 47257.7466666 8352 1003854
3000 1499480753 1780 37766.2991435 9853 881205
3060 1499480813 1739 43674.0174131 9993 710853
3120 1499480873 1723 46409.2052615 9612 1199419
3180 1499480933 1747 42108.4162965 10070 752934
3240 1499480993 1735 44592.3132053 8188 869417
3300 1499481053 1724 43815.7609999 10071 774527
3360 1499481113 1785 38698.8191293 10203 753661
3420 1499481173 1774 41019.9305582 9959 907770
3480 1499481233 1757 44972.949692 9695 1371376
3540 1499481293 1478 59949.6485895 8369 1304049
3600 1499481353 1708 45268.473787 9927 956288
3660 1499481413 1759 40649.4025294 9781 904844
3720 1499481473 1733 43514.081468 9835 743201
3780 1499481533 1734 44791.5361983 9581 1094398
3840 1499481593 1690 49197.1666969 10232 759231
3900 1499481653 1743 42121.2606174 8983 727451
3960 1499481713 1761 41731.4634179 8263 919752
4020 1499481773 1736 44820.0258478 9991 817202
4080 1499481833 1740 42890.3026919 10176 776892
4140 1499481893 1736 44014.2373216 9969 841224
4200 1499481953 1737 44847.3046905 10226 885056
4260 1499482013 1726 45744.3451587 9570 939354
4320 1499482073 1717 45793.7973966 10030 793845
4380 1499482133 1735 45783.6114565 9879 767588
4440 1499482193 1768 39985.2249212 10213 827181
4500 1499482253 1743 44043.2672267 9557 985380
4560 1499482313 1719 47577.6199594 9960 995263
4620 1499482373 1734 48040.204475 10046 1226369
4680 1499482433 1739 43377.7046534 9671 945458
4740 1499482493 1706 46943.5770047 9933 810687
4800 1499482553 1753 42537.4002497 10332 755720
