0 1500069424 2771 122079.916231 0 6120746
60 1500069484 3579 18880.5605055 9871 582960
120 1500069544 3575 22256.0330922 10096 594128
180 1500069604 3505 25587.5927551 9946 584474
240 1500069664 3545 23414.8016434 9682 584158
300 1500069724 3565 22298.5127755 9660 584238
360 1500069784 3557 23441.0281344 9900 585666
420 1500069844 3578 22461.6670352 9585 603294
480 1500069904 3572 22372.8707367 9715 584540
540 1500069964 3565 22428.2094024 10027 593878
600 1500070024 3521 25358.4331338 9977 584030
660 1500070084 3099 152825.587177 0 8170171
720 1500070144 3558 23774.5611316 9614 595958
780 1500070204 3542 23972.0999289 9865 584645
840 1500070264 3611 19369.4065733 9848 584180
900 1500070324 3573 22209.7575853 9854 584536
960 1500070384 3554 23880.0811766 9414 589388
1020 1500070444 3473 27251.0063484 9841 577424
1080 1500070504 3565 21787.6617607 9431 589167
1140 1500070564 3570 22320.7051412 9923 642692
1200 1500070624 3493 24221.0685148 8679 584810
1260 1500070684 3529 24301.6274764 9399 619813
1320 1500070744 3588 20130.2651249 9872 576857
1380 1500070804 3478 25560.4827615 9748 577985
1440 1500070864 3509 24172.6156011 9597 585905
1500 1500070924 3512 24807.6821973 9526 594198
1560 1500070984 3557 20034.2926254 9623 584190
1620 1500071044 3035 153729.903126 0 8118998
1680 1500071104 3454 25901.2771307 6829 593059
1740 1500071164 3242 28035.2892084 9759 583479
1800 1500071224 3526 24944.6338317 9312 660271
1860 1500071284 3556 22610.6437325 9936 583259
1920 1500071344 3062 152888.524677 0 8164851
1980 1500071404 3523 24315.9181402 9797 584212
2040 1500071464 3566 22291.9638884 9957 584714
2100 1500071524 3497 25996.976555 9885 607248
2160 1500071584 3553 22314.4073863 9858 585858
2220 1500071644 3485 25849.5962831 10149 577102
2280 1500071704 3518 25964.1482048 10075 792854
2340 1500071764 3554 22857.5415563 9888 584857
2400 1500071824 3628 19251.4185711 9885 576091
2460 1500071884 3545 23473.9220839 10109 583781
2520 1500071944 3453 29184.9053451 9459 676019
2580 1500072004 3576 21453.8566696 10117 584448
2640 1500072064 3486 26503.229822 10008 592608
2700 1500072124 3521 23649.3786176 9590 576115
2760 1500072184 3476 26930.603558 10068 626663
2820 1500072244 3515 25528.2016993 7604 727046
2880 1500072304 3051 157567.742685 0 8351743
2940 1500072364 3502 24325.4659154 8266 577059
3000 1500072424 3330 26559.3079353 8471 584062
3060 1500072484 3589 20530.1763753 9789 584296
3120 1500072544 3498 27378.5131992 9697 804858
3180 1500072604 3508 25854.3217084 10643 585282
3240 1500072664 3499 25765.6823702 10002 584826
3300 1500072724 3545 22305.0999325 9768 584694
3360 1500072784 3462 24607.0302962 9763 584682
3420 1500072844 3579 23028.6710429 9669 617778
3480 1500072904 3556 21958.9306434 9886 593775
3540 1500072964 2689 196022.252755 0 11308790
3600 1500073024 3509 24200.2791719 9986 576809
3660 1500073084 3548 22838.58588 9590 578210
3720 1500073144 3425 27688.7325459 9907 593172
3780 1500073204 3521 24236.9369764 9542 584834
3840 1500073264 3530 25218.9336412 9891 692269
3900 1500073324 3579 20551.0529657 9539 584767
3960 1500073384 3553 22817.7695667 9754 584851
4020 1500073444 3512 25336.0024668 10051 613664
4080 1500073504 3588 21169.1494633 9752 584343
4140 1500073564 3500 23046.2027458 9926 584101
4200 1500073624 3032 158282.343257 0 8730964
4260 1500073684 3517 25713.0620697 9738 762037
4320 1500073744 3586 22029.2675775 9847 766666
4380 1500073804 3536 24282.5490425 10000 594412
4440 1500073864 3483 26211.4152804 9668 584935
4500 1500073924 3582 21364.7175034 9662 576133
4560 1500073984 3552 22285.3884866 9730 586124
4620 1500074044 3470 23233.0443765 10041 584522
4680 1500074104 3486 26113.2902561 10671 584810
4740 1500074164 3491 27215.3500437 9855 701829
4800 1500074224 3518 24265.6688142 10053 575101
4860 1500074284 3478 27208.6600368 9682 583842
4920 1500074344 3497 26005.3340298 9835 576147
4980 1500074404 3524 24420.5286388 10006 576147
5040 1500074464 3604 18102.0319854 9763 576069
5100 1500074524 3381 28146.6010737 9613 584594
5160 1500074584 3592 20664.8012814 10178 576125
5220 1500074644 3570 22359.6825335 9752 584537
5280 1500074704 3558 21984.289959 9663 577512
5340 1500074764 3190 28568.8275573 9928 584655
5400 1500074824 3546 22908.9133963 9832 584243
5460 1500074884 3554 22146.123724 10013 584384
5520 1500074944 3541 23036.1970386 9808 596120
5580 1500075004 3551 22627.9182648 9435 584827
5640 1500075064 3403 28882.7655012 9627 706834
5700 1500075124 3542 23066.1184641 10074 576040
5760 1500075184 3520 24381.0557811 9809 589250
5820 1500075244 3560 24310.9903336 9649 726438
5880 1500075304 3450 29089.1218499 9956 775161
5940 1500075364 3552 23892.0308262 9987 750077
6000 1500075424 3553 22893.9933607 9931 588173
6060 1500075484 3558 23065.0785605 9854 584561
6120 1500075544 3561 22413.781274 9638 569154
6180 1500075604 3458 28896.4746293 9880 750324
6240 1500075664 3474 21432.0233296 9712 575887
6300 1500075724 3471 27567.5031876 9615 634264
6360 1500075784 3519 23873.2135667 9920 576594
6420 1500075844 3473 27273.9018844 9751 584430
6480 1500075904 3550 24571.4982653 9850 759755
6540 1500075964 3463 27272.3533821 9969 576181
6600 1500076024 3575 21969.3465765 9858 584397
6660 1500076084 3565 22557.2016217 9960 587786
6720 1500076144 3514 25789.2587524 9672 593788
6780 1500076204 3544 22864.3975648 9648 593206
6840 1500076264 3531 24364.5055973 9459 576467
